,Rnd,Pick,Tm_x,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Unnamed: 28,Round_x,Value,Tm_y,Year,Multiplier,AdjustedValue,AvgValue,AVoverAvg,Return_x,IPO Date,Symbol,Company Name,IPO Price,Current,Return_y,Sector,Industry,Country,Round_y,IPOMultiplier,AdjustedValueIPO,AvgValueIPO,AVoverAvgIPO,ReturnIPO
37,2,38,CAR,Yetur Gross-Matos\GrosYe00,DE,22.0,2021.0,0,0,0,5.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,,6.0,Penn St.,College Stats,2,520.0,New York Jets,2022.0,0.17333333333333334,0.8666666666666667,3.744,1.2559999999999998,0.3354700854700854,"Jul 2, 2020",ACCD,"Accolade, Inc.",22.0,11.91,-0.45899999999999996,Health Care,Health Care Technology,United States,2,0.18333333333333332,0.9166666666666666,3.96,1.04,0.26262626262626265
38,2,39,MIA,Robert Hunt\HuntRo01,G,24.0,2021.0,0,0,2,11.0,11.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Louisiana,College Stats,2,510.0,Chicago Bears,2022.0,0.17,1.87,3.6720000000000006,7.327999999999999,1.995642701525054,"Sep 23, 2020",BSY,"Bentley Systems, Inc.",22.0,42.13,0.915,Technology,Software-Application,United States,2,0.18333333333333332,2.0166666666666666,3.96,7.04,1.777777777777778
40,2,41,IND,Jonathan Taylor\TaylJo02,RB,21.0,2021.0,1,1,2,27.0,27.0,32.0,0.0,0.0,0.0,0.0,0.0,564.0,2980.0,29.0,76.0,659.0,3.0,,,,Wisconsin,College Stats,2,490.0,Seattle Seahawks,2022.0,0.16333333333333333,4.41,3.528,23.472,6.653061224489797,"Jul 31, 2020",VITL,"Vital Farms, Inc.",22.0,12.895,-0.414,Consumer Defensive,Farm Products,United States,2,0.18333333333333332,4.949999999999999,3.96,23.04,5.818181818181818
41,2,42,JAX,Laviska Shenault Jr.\ShenLa00,WR,21.0,2021.0,0,0,1,9.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,29.0,132.0,0.0,121.0,1219.0,5.0,1.0,,,Colorado,College Stats,2,480.0,Washington Commanders,2022.0,0.16,1.44,3.4560000000000004,5.544,1.6041666666666663,"Sep 17, 2020",SUMO,"Sumo Logic, Inc.",22.0,9.705,-0.5589999999999999,Information Technology,Software,United States,2,0.18333333333333332,1.65,3.96,5.04,1.2727272727272727
42,2,43,CHI,Cole Kmet\KmetCo00,TE,21.0,2021.0,0,0,2,7.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,0.0,88.0,855.0,2.0,1.0,,,Notre Dame,College Stats,2,470.0,Atlanta Falcons,2022.0,0.15666666666666668,1.0966666666666667,3.3840000000000003,3.6159999999999997,1.0685579196217492,"Sep 23, 2020",LSF,"Laird Superfood, Inc.",22.0,2.49,-0.887,Consumer Defensive,Packaged Foods,United States,2,0.18333333333333332,1.2833333333333332,3.96,3.04,0.7676767676767677
44,2,45,TAM,Antoine Winfield Jr.\WinfAn00,S,22.0,2021.0,0,1,2,14.0,14.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,3.0,5.0,Minnesota,College Stats,2,450.0,Baltimore Ravens,2022.0,0.15,2.1,3.24,10.76,3.3209876543209873,"Aug 6, 2020",OSH,"Oak Street Health, Inc.",21.0,20.57,-0.02,Health Care,Health Care Providers & Services,United States,2,0.175,2.4499999999999997,3.78,10.22,2.703703703703704
45,2,46,DEN,KJ Hamler\HamlKJ00,WR,21.0,2021.0,0,0,0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,40.0,0.0,35.0,455.0,3.0,,,,Penn St.,College Stats,2,440.0,Minnesota Vikings,2022.0,0.14666666666666667,0.5866666666666667,3.168,0.8319999999999999,0.26262626262626254,"Jul 15, 2020",GOCO,"GoHealth, Inc.",21.0,0.742,-0.965,Financial Services,Insurance Brokers,United States,2,0.175,0.7,3.78,0.2200000000000002,0.05820105820105825
48,2,49,PIT,Chase Claypool\ClayCh01,WR,22.0,2021.0,0,0,1,15.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,24.0,112.0,2.0,121.0,1733.0,11.0,2.0,,,Notre Dame,College Stats,2,410.0,New Orleans Saints,2022.0,0.13666666666666666,2.05,2.952,12.048,4.08130081300813,"Aug 5, 2020",RXT,"Rackspace Technology, Inc.",21.0,10.06,-0.521,Technology,Software-Infrastructure,United States,2,0.175,2.625,3.78,11.22,2.9682539682539684
49,2,50,CHI,Jaylon Johnson\JohnJa13,CB,21.0,2021.0,0,0,2,10.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1.0,,Utah,College Stats,2,400.0,Miami Dolphins,2022.0,0.13333333333333333,1.3333333333333333,2.8800000000000003,7.119999999999999,2.472222222222222,"Sep 30, 2020",ASAN,"Asana, Inc.",21.0,28.655,0.365,Information Technology,Software,United States,2,0.175,1.75,3.78,6.220000000000001,1.6455026455026458
50,2,51,DAL,Trevon Diggs\DiggTr00,CB,21.0,2021.0,1,1,2,19.0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,14.0,1.0,Alabama,College Stats,2,390.0,Philadelphia Eagles,2022.0,0.13,2.47,2.8080000000000003,16.192,5.766381766381766,"Oct 22, 2020",MCFE,McAfee Corp.,20.0,25.99,0.299,Information Technology,Software,United States,2,0.16666666666666666,3.1666666666666665,3.6,15.4,4.277777777777778
51,2,52,LAR,Cam Akers\AkerCa00,RB,21.0,2021.0,0,0,0,4.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,150.0,628.0,2.0,14.0,133.0,1.0,,,,Florida St.,College Stats,2,380.0,Pittsburgh Steelers,2022.0,0.12666666666666668,0.5066666666666667,2.736,1.2639999999999998,0.4619883040935671,"Aug 28, 2020",GP,"GreenPower Motor Company, Inc.",20.0,6.48,-0.6759999999999999,Industrials,Machinery,United States,2,0.16666666666666666,0.6666666666666666,3.6,0.3999999999999999,0.11111111111111108
52,2,53,PHI,Jalen Hurts\HurtJa00,QB,22.0,2021.0,0,0,1,21.0,21.0,30.0,342.0,580.0,4205.0,22.0,13.0,202.0,1138.0,13.0,1.0,3.0,0.0,,,,Oklahoma,College Stats,2,370.0,Las Vegas Raiders,2022.0,0.12333333333333334,2.59,2.664,18.336,6.882882882882882,"May 21, 2020",SLQT,"SelectQuote, Inc.",20.0,1.965,-0.902,Financial Services,Insurance Brokers,United States,2,0.16666666666666666,3.5,3.6,17.4,4.833333333333333
54,2,55,BAL,J.K. Dobbins\DobbJK00,RB,21.0,2020.0,0,0,0,7.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,134.0,805.0,9.0,18.0,120.0,0.0,,,,Ohio St.,College Stats,2,350.0,Arizona Cardinals,2022.0,0.11666666666666667,0.8166666666666667,2.52,4.48,1.777777777777778,"Aug 13, 2020",BEKE,"KE Holdings, Inc.",20.0,12.095,-0.395,Real Estate,Real Estate Management & Development,China,2,0.16666666666666666,1.1666666666666665,3.6,3.4,0.9444444444444444
55,2,56,MIA,Raekwon Davis\DaviRa03,DT,23.0,2021.0,0,0,2,14.0,14.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,,0.5,Alabama,College Stats,2,340.0,Dallas Cowboys,2022.0,0.11333333333333333,1.5866666666666667,2.448,11.552,4.718954248366013,"Jul 16, 2020",RLAY,"Relay Therapeutics, Inc.",20.0,28.1,0.405,Health Care,Biotechnology,United States,2,0.16666666666666666,2.333333333333333,3.6,10.4,2.888888888888889
56,2,57,LAR,Van Jefferson\JeffVa00,WR,24.0,2021.0,0,0,1,10.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,69.0,1022.0,7.0,1.0,,,Florida,College Stats,2,330.0,Buffalo Bills,2022.0,0.11,1.1,2.3760000000000003,7.624,3.208754208754208,"Dec 18, 2020",MASS,"908 Devices, Inc.",20.0,18.25,-0.087,Health Care,Medical Devices,United States,2,0.16666666666666666,1.6666666666666665,3.6,6.4,1.777777777777778
57,2,58,MIN,Ezra Cleveland\ClevEz00,T,22.0,2021.0,0,0,2,11.0,11.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,Boise St.,College Stats,2,320.0,Atlanta Falcons,2022.0,0.10666666666666667,1.1733333333333333,2.3040000000000003,8.696,3.774305555555555,"Jun 26, 2020",API,"Agora, Inc.",20.0,6.86,-0.657,Information Technology,"Electronic Equipment, Instruments & Components",United States,2,0.16666666666666666,1.8333333333333333,3.6,7.4,2.055555555555556
58,2,59,NYJ,Denzel Mims\MimsDe00,WR,22.0,2021.0,0,0,1,4.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,490.0,0.0,,,,Baylor,College Stats,2,310.0,Green Bay Packers,2022.0,0.10333333333333333,0.41333333333333333,2.232,1.7679999999999998,0.7921146953405016,"Sep 24, 2020",TSHA,"Taysha Gene Therapies, Inc.",20.0,4.68,-0.7659999999999999,Health Care,Biotechnology,United States,2,0.16666666666666666,0.6666666666666666,3.6,0.3999999999999999,0.11111111111111108
60,2,61,TEN,Kristian Fulton\FultKr00,CB,22.0,2021.0,0,0,1,5.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,1.0,LSU,College Stats,2,292.0,San Francisco 49ers,2022.0,0.09733333333333333,0.48666666666666664,2.1024,2.8976,1.3782343987823442,"Dec 16, 2020",UPST,"Upstart Holdings, Inc.",20.0,76.24,2.812,Financials,Consumer Finance,United States,2,0.16666666666666666,0.8333333333333333,3.6,1.4,0.38888888888888884
61,2,62,GNB,AJ Dillon\DillAJ00,RB,22.0,2021.0,0,0,0,11.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,233.0,1045.0,7.0,36.0,334.0,2.0,1.0,,,Boston Col.,College Stats,2,284.0,Kansas City Chiefs,2022.0,0.09466666666666666,1.0413333333333332,2.0448,8.9552,4.379499217527386,"Jun 19, 2020",RPTX,"Repare Therapeutics, Inc.",20.0,11.96,-0.402,Health Care,Biotechnology,United States,2,0.16666666666666666,1.8333333333333333,3.6,7.4,2.055555555555556
62,2,63,KAN,Willie Gay Jr.\GayJWi00,LB,22.0,2021.0,0,0,2,9.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,1.5,Mississippi St.,College Stats,2,276.0,Cincinnati Bengals,2022.0,0.092,0.828,1.9872,7.0128,3.528985507246377,"Dec 9, 2020",PUBM,"PubMatic, Inc.",20.0,23.125,0.156,Consumer Discretionary,Internet & Direct Marketing Retail,United States,2,0.16666666666666666,1.5,3.6,5.4,1.5
63,2,64,CAR,Jeremy Chinn\ChinJe00,S,22.0,2021.0,0,0,2,26.0,26.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,0.0,0.0,0.0,143.0,2.0,2.0,Southern Illinois,,2,270.0,Denver Broncos,2022.0,0.09,2.34,1.944,24.056,12.37448559670782,"Jun 19, 2020",FMTX,"Forma Therapeutics Holdings, Inc.",20.0,8.1,-0.595,Health Care,Biotechnology,United States,2,0.16666666666666666,4.333333333333333,3.6,22.4,6.222222222222221
64,3,65,CIN,Logan Wilson\WilsLo00,LB,24.0,2021.0,0,0,1,10.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,2.0,Wyoming,College Stats,3,265.0,Jacksonville Jaguars,2022.0,0.08833333333333333,0.8833333333333333,1.9080000000000001,8.092,4.241090146750524,"Dec 11, 2020",ABCL,AbCellera Biologics Inc.,20.0,7.97,-0.602,Health Care,Biotechnology,United States,3,0.16666666666666666,1.6666666666666665,3.6,6.4,1.777777777777778
